EmployeeID,Age,TenureMonths,Department,Gender,PerformanceScore,Satisfaction,Engagement,Motivation,Stress,WorkLifeBalance,OvertimeHours,TrainingHoursLastYear,AbsenteeismDays,PeerRating,ManagerRating,ProjectLoad,Attrition,PromotionReady,WillImprove,tenure_event_months,event_observed,Experience_Years,Age_Category,Performance_Category,Prediction
2145,29,56,Engineering,Female,74.24000000000001,4.505137399145469,3.552701254271826,3.756985117967212,1.08,3.930746189842502,4.0,18.5,6.6,3.4,3.5,3,0,No,0,6,0,4.666666666666667,25-35,,No
2146,34,6,Sales,Female,61.476881117702526,3.8854790871905527,4.6379949870572,2.976688925518816,1.611559441148739,2.5819018606536983,8.8,6.9,5.2,4.4,4.4,6,0,No,0,3,0,0.5,25-35,,No
2147,29,86,Product,Female,65.41298086173286,2.5872554384372703,3.158828184394181,3.2691788371452173,2.5435095691335685,3.994622700246761,9.6,24.8,0.3,3.5,2.9,7,0,No,0,16,0,7.166666666666667,25-35,,No
2148,44,50,Sales,Female,51.65140625758791,4.6229095370535935,4.417281268435925,4.912141114754845,3.724296871206048,3.1576066702640624,1.3,21.7,9.4,3.7,4.0,7,0,No,1,4,0,4.166666666666667,35-50,,No
2149,22,102,Support,Female,70.43493370636152,1.6916694595768624,4.68759599022248,3.59986006376411,3.232533146819245,2.4565735286870614,4.3,18.0,7.1,3.5,1.3,5,0,No,0,23,0,8.5,<25,,No
2150,45,37,Support,Female,82.51158974765751,4.195153984338065,2.9033769146736548,5.0,3.094205126171245,3.3573209598841998,7.7,38.2,3.1,3.1,3.7,4,0,Yes,0,37,0,3.0833333333333335,35-50,,Yes
2151,56,109,Sales,Female,60.368,2.427387964001804,2.9915540205402715,2.307456450810093,1.216,1.5558240169604824,10.8,33.3,2.5,2.6,3.3,3,0,No,0,24,0,9.083333333333334,50+,,No
2152,45,64,Engineering,Female,59.98782770463981,4.736587077847986,4.241395828914306,3.282295851019402,4.256086147680095,2.796814885105554,9.3,16.1,4.2,3.3,5.0,4,0,No,0,24,0,5.333333333333333,35-50,,No
2153,38,115,Support,Female,75.47664060700889,1.8411483186200432,3.7366627946774136,2.462177159002465,3.261679696495556,3.603660963292195,11.9,29.6,2.6,3.8,2.1,4,0,No,0,11,0,9.583333333333334,35-50,,No
2154,26,54,Sales,Male,84.58283533978432,4.583463302356572,2.9825446261106894,2.732462036886533,2.95858233010784,1.705420698871294,13.9,38.8,10.6,3.6,3.6,1,0,No,0,7,0,4.5,25-35,,No
2155,41,72,Support,Male,50.14315378002221,3.196602173490421,3.2830375966923717,3.0374354354725623,3.978423109988895,1.0,2.3,33.2,2.8,4.7,2.1,4,0,No,0,10,0,6.0,35-50,,No
2156,42,105,Sales,Female,65.49300655286345,2.8703729216260148,3.536532402545322,3.952247701416473,4.253496723568274,1.1945694121681494,10.3,18.4,0.8,4.3,3.2,7,1,No,0,31,1,8.75,35-50,,No
2157,52,49,HR,Female,69.93481950478163,3.4255081193263828,2.191631017540085,3.91346093686431,4.232590247609191,4.494415699950332,13.9,0.9,8.8,4.5,2.2,1,0,No,0,33,0,4.083333333333333,50+,,No
2158,57,99,Support,Female,69.53417299340657,4.111963313663306,4.289078795834426,3.156567744297916,2.632913503296712,3.2309168885135437,4.0,23.9,2.3,1.9,5.0,4,0,No,0,9,0,8.25,50+,,No
2159,32,115,Sales,Female,42.54695312156839,2.68912098178676,3.169177029954728,1.9177603541307344,1.8765234392158043,2.820781145393531,4.0,28.0,6.4,4.8,3.3,6,0,No,0,19,0,9.583333333333334,25-35,,No
2160,36,11,Sales,Male,73.31015416571586,2.482473837260117,1.0946553985817111,4.882154298425722,3.844922917142073,4.150639262100147,2.8,10.8,6.0,3.7,3.4,7,0,No,0,11,0,0.9166666666666666,35-50,,No
2161,40,88,Sales,Male,90.92610888614084,4.279063031573449,3.5785161285214926,3.471388227170915,1.6369455569295828,2.9359952857778,10.1,20.3,3.8,3.8,3.6,5,0,No,0,52,0,7.333333333333333,35-50,,No
2162,28,49,Sales,Female,67.52948652267145,1.427368535550758,2.932585866995843,2.806967863759089,4.935256738664282,3.5416157098800585,9.4,19.0,1.1,4.2,2.7,4,1,No,0,14,1,4.083333333333333,25-35,,No
2163,49,21,HR,Male,57.30800090961088,2.81887097502873,5.0,3.91994462485607,3.1459995451945626,3.323179815830936,15.9,36.7,3.9,3.5,4.4,2,0,No,0,12,0,1.75,35-50,,No
2164,26,115,Support,Male,66.14976851139916,5.0,3.0730994811720285,3.86355613641854,1.825115744300416,2.87610052132232,4.3,42.2,0.5,2.6,4.1,1,0,No,1,48,0,9.583333333333334,25-35,,No
2165,26,66,Sales,Male,93.64373710831322,2.6402673185342107,2.61212097277925,3.441858828000028,1.7781314458433894,3.564731295500195,10.5,34.1,3.9,4.7,4.3,5,0,No,0,26,0,5.5,25-35,,No
2166,51,63,HR,Male,83.67120964811213,4.780643515368161,4.057139402965815,3.818824812513204,1.6143951759439403,3.99593509927813,4.6,19.0,6.3,2.9,2.6,1,0,No,0,63,0,5.25,50+,,No
2167,53,104,Finance,Female,77.49927418655832,2.823994795278061,3.0055973687931754,2.775976127673585,3.100362906720843,3.133584044684711,8.0,33.8,9.2,2.7,4.5,5,0,No,0,9,0,8.666666666666666,50+,,No
2168,29,83,Sales,Male,74.35678464011957,3.938303992806112,2.898489418872991,4.307930274541187,2.9716076799402127,2.8854999841608464,8.9,27.8,0.7,3.3,4.4,1,0,No,1,54,0,6.916666666666667,25-35,,No
2169,31,103,Sales,Female,64.86384434701839,4.2866440166225965,4.058551244541966,2.902506324194504,1.618077826490807,2.991738832800492,2.7,19.1,3.2,3.2,3.4,7,0,No,0,7,0,8.583333333333334,25-35,,No
2170,59,28,Product,Male,68.3089115731118,4.607125103166333,2.6635794228993905,3.2155442757572548,2.6455442134440976,1.2318787204928414,10.1,45.1,2.4,3.5,4.3,2,0,No,0,28,0,2.3333333333333335,50+,,No
2171,53,17,Support,Female,70.96787077218268,3.439836481100926,2.2884537076204925,4.21904145292126,1.5660646139086576,3.5547535918580206,6.7,11.1,4.8,3.4,3.8,6,0,No,1,13,0,1.4166666666666667,50+,,No
2172,49,6,Finance,Male,75.62939638811164,4.852204729108374,5.0,4.663167172008187,3.4853018059441725,2.211799839910304,4.8,27.2,0.6,4.6,2.3,2,0,No,0,4,0,0.5,35-50,,No
2173,38,19,Finance,Female,88.39318653222543,2.857652425331727,4.12154886384058,4.968619654437071,2.853406733887286,3.866746851707032,5.4,30.1,1.2,3.9,3.5,7,0,No,1,19,0,1.5833333333333333,35-50,,No
2174,52,56,Engineering,Female,84.5528050118349,3.745680789487177,3.3622116435050717,4.544638590773258,2.423597494082552,3.218618309392235,0.1,16.6,1.1,2.8,3.2,5,0,Yes,0,26,0,4.666666666666667,50+,,Yes
2175,29,102,Finance,Male,55.96022146013505,3.892293541727737,3.596870511268257,3.4407422529585747,1.5198892699324726,3.3946089868773965,0.4,26.7,0.3,2.9,3.7,3,0,No,0,24,0,8.5,25-35,,No
2176,46,28,HR,Female,73.53631120044554,2.365755220083999,4.0552779223045405,2.46717354471963,2.5818443997772342,3.930296253545582,4.1,31.3,2.0,3.2,4.4,1,0,No,1,28,0,2.3333333333333335,35-50,,No
2177,30,66,HR,Female,79.68145576269265,3.205236927222828,4.476003704652078,4.824044468482315,2.559272118653673,2.4661286102931586,8.7,22.9,9.0,3.2,2.3,3,0,No,0,17,0,5.5,25-35,,No
2178,23,38,Sales,Male,76.6965465975808,3.533754494056968,2.9196222378164896,4.796556791123981,3.3517267012095964,3.632323599015861,11.7,25.7,5.0,3.1,3.2,4,0,No,0,38,0,3.1666666666666665,<25,,No
2179,36,119,Engineering,Male,61.75796404376608,2.944726260153036,3.929531873369114,3.162419077317204,3.3210179781169606,3.5408589473063983,17.7,21.3,4.2,2.6,2.9,2,0,No,0,6,0,9.916666666666666,35-50,,No
2180,24,37,Engineering,Female,100.0,4.824790984688098,3.1439662414107854,4.436951230259648,3.668060102079342,3.133697250621486,3.8,29.6,8.0,3.7,3.0,7,0,No,0,37,0,3.0833333333333335,<25,,No
2181,57,115,Product,Female,55.68515308701013,2.6602628079262285,3.4299168799386384,3.4342577648554093,2.5074234564949376,2.4646324193128155,9.6,17.3,5.2,3.1,2.9,1,1,No,0,32,1,9.583333333333334,50+,,No
2182,25,116,Sales,Male,60.6,4.874424468140428,3.744623580718414,4.901021506809383,1.2,3.835714527649648,10.0,16.3,5.4,2.7,3.7,2,0,No,0,24,0,9.666666666666666,<25,,No
2183,35,68,HR,Male,71.15781424680392,4.158295881659081,3.593989284252595,3.2881082700769744,3.82109287659804,3.933109089977384,1.5,20.2,2.6,3.9,4.0,4,0,No,0,5,0,5.666666666666667,25-35,,No
2184,46,86,Engineering,Female,97.65206502609637,3.580042742452956,4.262010208472315,5.0,1.8739674869518197,3.4022418233800957,0.5,34.2,2.1,4.2,3.9,6,0,No,0,12,0,7.166666666666667,35-50,,No
2185,31,90,Engineering,Female,61.553834106030514,2.7513285041000417,4.038377903204035,4.328896438078597,1.7230829469847444,2.33672782585682,1.5,1.0,0.1,3.3,3.7,5,0,No,0,13,0,7.5,25-35,,No
2186,42,49,Support,Female,66.21423309022751,2.6878121613752928,2.24264771156504,5.0,2.792883454886248,2.825295870367091,1.8,9.1,2.2,4.9,4.1,1,0,No,0,10,0,4.083333333333333,35-50,,No
2187,57,43,HR,Male,82.44745897409098,2.873092123840313,2.3779591136411025,3.3289621842800967,3.2262705129545166,3.24570054982194,6.2,47.3,3.2,5.0,5.0,7,0,No,0,43,0,3.5833333333333335,50+,,No
2188,33,36,HR,Female,70.73367281142936,1.7092841789109394,3.2672549837166365,4.024023683555354,2.533163594285317,3.919645094983884,13.2,23.3,5.0,3.9,3.7,1,0,Yes,0,36,0,3.0,25-35,,Yes
2189,48,58,Engineering,Male,67.01338536293625,2.497538476420929,5.0,2.924576641324508,2.4933073185318726,1.8748595389981948,11.6,15.1,3.9,3.1,4.4,1,0,No,1,29,0,4.833333333333333,35-50,,No
2190,23,13,Support,Male,77.7940526355311,2.017077432301191,2.833567350748558,4.375191401695357,2.5029736822344444,2.7925768821260606,4.7,29.5,2.9,3.7,4.4,5,0,No,0,9,0,1.0833333333333333,<25,,No
2191,34,52,Engineering,Female,69.85491929801371,4.587493950528746,3.4125995613485225,4.4192332262697,4.222540350993143,2.9375946960520176,0.3,10.6,1.3,2.5,5.0,2,0,Yes,0,52,0,4.333333333333333,25-35,,No
2192,53,58,Engineering,Other,81.29335617511627,4.035464105521939,3.1172885757391304,5.0,3.053321912441868,3.225100578537273,12.8,5.2,5.2,2.8,4.0,5,0,No,0,50,0,4.833333333333333,50+,,No
2193,52,32,HR,Male,87.81192567892359,4.38436852478473,3.101360054320728,4.085631837775719,1.844037160538204,2.1288072443776374,0.6,24.3,2.5,2.2,2.9,6,0,No,0,2,0,2.6666666666666665,50+,,No
2194,37,81,Sales,Male,74.82756671380594,4.1733994550773925,3.76041576951455,4.279275362004875,1.936216643097033,3.104220499464,4.7,11.2,5.1,3.0,3.8,2,0,No,0,25,0,6.75,35-50,,No
2195,53,105,Engineering,Female,74.19376835916474,3.6440002502715183,4.860699548576086,3.3233356987969747,2.6531158204176304,3.020564792118669,5.2,21.2,1.7,2.5,3.8,6,0,No,0,34,0,8.75,50+,,No
2196,53,100,Finance,Female,72.04828413194397,4.844301642024935,4.01037155989253,4.133103498108191,3.275857934028007,2.366167315659309,11.9,24.0,5.0,4.0,4.3,1,0,No,0,3,0,8.333333333333334,50+,,No
2197,55,119,Finance,Female,75.07203967606762,2.7521403199733343,2.876822134715617,3.396087033049933,3.4139801619661903,3.193829174248184,6.5,21.7,6.2,2.9,2.9,5,0,No,0,2,0,9.916666666666666,50+,,No
2198,32,60,Support,Female,69.65568279230557,3.5283458647899626,5.0,3.7926886070736,3.022158603847215,2.8129478128930483,4.9,0.5,5.9,3.7,4.6,6,0,No,0,23,0,5.0,25-35,,No
2199,31,110,Sales,Male,71.63174670183417,4.294439830461687,3.6707158988650135,3.839612529236636,2.184126649082911,3.746027528258737,11.3,20.3,3.4,4.1,3.6,7,0,No,0,1,0,9.166666666666666,25-35,,No
2200,36,83,Engineering,Other,84.98788259912158,2.1478819630779884,3.080501139256098,3.418156101320664,2.7060587004392174,2.503205195096095,16.5,25.3,6.7,4.4,4.3,7,0,No,0,2,0,6.916666666666667,35-50,,No
2201,38,58,Sales,Female,86.00018423627075,4.835013817720307,4.870886737209831,3.750356077233595,3.599907881864624,3.380850709915609,3.3,3.2,0.2,3.2,3.8,7,0,No,0,7,0,4.833333333333333,35-50,,No
2202,39,99,Product,Female,53.40418392090619,3.6413795568455503,3.1778364438505635,3.399763864229264,1.7479080395469044,2.5724500464936586,4.7,1.8,3.7,3.7,3.7,4,0,No,0,87,0,8.25,35-50,,No
2203,30,110,Finance,Female,70.01550678615492,3.635652459537212,5.0,3.396215099972929,2.5422466069225376,2.7602211856570684,10.4,7.2,3.4,3.8,3.8,5,0,Yes,0,53,0,9.166666666666666,25-35,,Yes
2204,46,104,Support,Female,60.6370742842373,4.602158602992719,2.81642148813,4.561331721201817,3.5314628578813525,3.567562464934865,6.7,29.0,7.1,4.5,4.1,2,0,No,0,22,0,8.666666666666666,35-50,,No
2205,35,56,Engineering,Male,63.83743714672964,4.230263119014947,4.887027350029232,3.840330913461129,3.731281426635176,3.51124595955794,2.8,4.0,2.1,4.1,5.0,1,0,No,0,24,0,4.666666666666667,25-35,,No
2206,46,28,HR,Male,75.50183074218276,3.5157153250601665,3.780942897853525,3.977653017760222,2.649084628908617,2.9246800356794758,2.1,30.0,0.8,4.5,2.0,2,0,No,1,28,0,2.3333333333333335,35-50,,No
2207,43,1,Engineering,Female,79.04641362114162,3.633610459683665,4.76194700943219,2.534156184811572,2.476793189429184,3.0575304435005988,4.4,24.7,9.2,2.2,4.0,3,0,No,0,1,0,0.08333333333333333,35-50,,No
2208,51,42,Finance,Male,71.48823588288748,2.129969160268582,5.0,4.038766665464312,1.6058820585562597,1.991754199401428,6.4,16.9,3.3,3.0,3.6,1,0,No,0,3,0,3.5,50+,,No
2209,41,82,Product,Male,45.17272015454581,2.80648823374096,2.5806534385308715,4.124338771180191,3.413639922727094,4.56248787952263,4.4,2.2,6.4,4.3,3.5,4,1,No,0,49,1,6.833333333333333,35-50,,No
2210,42,48,Product,Female,55.06644062970642,3.7671932633869423,4.74819463868249,3.381329101848998,4.166779685146789,3.918710758090225,2.4,10.4,1.9,4.0,1.7,4,0,No,0,3,0,4.0,35-50,,No
2211,53,40,HR,Female,76.8,3.5688928390428867,2.3319864860171355,5.0,5.0,3.886303245783996,1.0,29.4,4.8,3.4,4.1,3,0,No,0,24,0,3.3333333333333335,50+,,No
2212,42,97,HR,Male,36.71110763296391,4.616998822476379,2.6575340802765948,1.868618188652748,3.194446183518046,1.8644710047394064,0.4,35.1,8.2,3.1,3.5,2,0,No,0,72,0,8.083333333333334,35-50,,No
2213,56,63,Product,Female,83.35375930328797,3.3160308895232724,2.8769314861868067,4.327493708616437,2.923120348356018,2.764059006759642,8.7,7.6,4.9,4.1,2.9,7,1,No,0,5,1,5.25,50+,,No
2214,53,76,Finance,Female,78.12762122630181,2.17478507854177,4.053272972560075,4.27024384396389,2.0861893868490924,2.9989085739687398,10.3,33.7,8.3,1.9,3.6,4,1,No,0,45,1,6.333333333333333,50+,,No
2215,51,72,Engineering,Female,89.67999999999999,4.772730430775678,3.629714289241374,4.133266345599529,1.06,1.562044657169389,3.0,28.2,2.5,4.1,3.4,2,0,No,0,2,0,6.0,50+,,No
2216,33,88,HR,Female,67.55008150052032,4.85734545872104,3.449577524253448,3.8409701645108982,3.024959249739833,4.100955086468478,2.4,19.9,2.9,3.6,2.2,1,0,No,1,88,0,7.333333333333333,25-35,,No
2217,39,80,Engineering,Male,40.3,4.023244572856229,3.7316117511201248,4.14054345810003,5.0,4.608496039693322,0.1,11.1,6.4,3.1,3.7,5,1,No,0,42,1,6.666666666666667,35-50,,No
2218,42,114,HR,Male,71.63437554068618,3.068944494693972,4.132160630364126,4.394540383644715,4.282812229656912,5.0,10.6,13.0,2.7,3.9,4.1,7,0,No,0,114,0,9.5,35-50,,No
2219,34,4,HR,Male,83.2588714617724,4.316301411509509,4.2014233115472175,3.119289932934405,4.020564269113798,2.358704555234037,5.2,41.9,5.8,3.2,3.2,1,0,Yes,0,4,0,0.3333333333333333,25-35,,Yes
2220,42,38,Finance,Female,80.72079436588416,4.896559577441312,4.584750152053618,3.939356497744072,3.189602817057916,3.4055911471508464,7.2,22.1,7.6,3.5,3.8,2,0,No,0,10,0,3.1666666666666665,35-50,,No
2221,29,108,Sales,Female,61.39295367943936,3.494623840398427,5.0,3.553346526381357,3.303523160280322,4.49053644223538,7.2,36.0,6.6,3.5,3.7,6,0,No,0,94,0,9.0,25-35,,No
2222,28,27,Engineering,Female,74.872,2.4036633077548752,3.580773864802671,2.824985279819593,1.064,3.0717433689477414,3.2,22.9,0.7,4.1,4.4,3,0,No,0,27,0,2.25,25-35,,No
2223,44,9,HR,Female,61.39497883847201,2.7483383633332488,3.1310199340821754,4.273735979690632,3.602510580763997,2.78971087754159,2.0,14.6,3.0,3.6,3.5,6,1,No,0,9,1,0.75,35-50,,No
2224,53,111,Support,Female,61.718681139151634,4.164377085740424,4.152182516266669,3.248511660252773,2.2406594304241843,1.620584093809958,1.0,27.0,4.8,2.0,4.2,1,0,No,0,21,0,9.25,50+,,No
2225,32,16,Finance,Female,82.83145469319177,1.9200547910913204,2.570170665361842,2.501713060176426,2.334272653404113,4.319360211994574,11.8,45.9,3.3,2.4,3.3,7,0,No,0,13,0,1.3333333333333333,25-35,,No
2226,43,56,Sales,Male,55.62251390609722,3.6710916178693607,2.98916628109955,3.268711471438681,2.4887430469513925,3.2826653195339714,0.6,12.3,4.2,2.6,5.0,4,0,No,0,28,0,4.666666666666667,35-50,,No
2227,43,76,Product,Male,60.31400897890202,3.881387323733535,4.499442851753511,3.060880881525496,2.492995510548985,2.6435923269332435,2.5,31.0,4.9,3.9,3.3,7,0,No,0,17,0,6.333333333333333,35-50,,No
2228,46,31,Product,Female,58.56327118394332,5.0,3.4882844626640663,4.522783207352089,2.118364408028337,3.555471560845974,1.8,22.3,2.4,3.9,3.1,1,0,No,0,31,0,2.5833333333333335,35-50,,No
2229,43,88,Engineering,Male,51.38025585564805,4.756214045227904,2.512626787477765,3.8225545124464624,2.859872072175976,3.4377048358607984,2.3,2.6,3.4,4.8,3.5,1,0,No,0,2,0,7.333333333333333,35-50,,No
2230,49,119,Engineering,Male,72.3005551924161,4.402126431182978,2.259177241171344,4.805906196551952,2.2497224037919468,3.4514331921191324,0.4,2.3,0.5,2.7,3.0,1,0,No,0,28,0,9.916666666666666,35-50,,No
2231,50,14,Support,Female,82.49535408848772,1.2319725461220483,3.6438450114544265,3.1667550150135635,3.202322955756146,3.104611743905992,15.1,14.6,2.6,4.5,2.6,3,0,No,0,14,0,1.1666666666666667,35-50,,No
2232,34,109,Support,Male,70.81835562910007,4.57242980023043,4.627706883271209,4.3993358975172,1.4908221854499668,4.760122342887029,8.9,24.2,0.6,1.9,4.2,7,0,No,0,2,0,9.083333333333334,25-35,,No
2233,39,25,Product,Female,52.65611554126404,4.187222051655049,4.615691199778068,5.0,2.6219422293679826,3.17970624006382,1.8,30.5,4.3,3.5,1.1,2,0,No,0,12,0,2.0833333333333335,35-50,,No
2234,23,34,Support,Male,81.23259117937249,3.840888715531285,3.6997924526035537,3.984825973701712,1.9337044103137488,4.757389868690974,11.5,1.1,3.4,3.7,3.0,3,0,No,1,2,0,2.8333333333333335,<25,,No
2235,50,67,Finance,Male,91.71889863699572,1.8086952716291944,5.0,4.389319089858523,2.2405506815021337,3.8077052337601778,4.1,27.8,1.3,3.7,2.5,4,0,No,1,33,0,5.583333333333333,35-50,,No
2236,42,24,HR,Male,61.78920231393294,2.61741626435791,3.505661670653584,4.254814131380325,3.2053988430335303,3.616053128485558,13.1,18.6,9.4,3.3,3.7,7,0,No,0,14,0,2.0,35-50,,No
2237,36,118,Engineering,Female,67.17599522950991,2.473876872679177,3.4752891389423306,2.5623397380593387,1.562002385245042,3.19805272204966,18.3,20.0,3.3,3.6,1.8,2,1,No,0,116,1,9.833333333333334,35-50,,No
2238,48,106,Engineering,Male,77.79681475454427,1.52975266708373,1.2893076812349,4.16865383797396,2.201592622727863,4.1765610241913285,11.2,27.1,4.9,2.5,4.0,4,0,No,0,35,0,8.833333333333334,35-50,,No
2239,52,73,HR,Female,88.53807123032733,3.3499401908597557,3.197373345754906,3.945165056519656,3.480964384836334,3.401692590820196,5.6,41.0,2.1,4.2,4.1,7,0,No,0,30,0,6.083333333333333,50+,,No
2240,36,26,Finance,Female,66.6583556837316,2.841554554837091,4.3668135314176455,3.4922020932813527,1.5708221581341988,2.4610819063978213,9.2,23.6,2.8,3.7,2.3,2,0,No,0,26,0,2.1666666666666665,35-50,,No
2241,44,20,Finance,Female,49.64026571944238,4.673019928958179,5.0,2.992770900636096,4.679867140278808,2.431057028101768,5.1,3.7,5.0,3.8,3.8,2,0,No,0,10,0,1.6666666666666667,35-50,,No
2242,45,64,Support,Male,75.3511840877387,3.087566867142493,2.852788829699444,4.25518659226163,4.124407956130646,3.680236159740845,6.0,17.8,3.0,3.3,4.0,6,0,No,0,30,0,5.333333333333333,35-50,,No
2243,34,104,Sales,Male,80.94505416890455,4.819632218533803,4.016027096363744,2.9220770083115037,2.3274729155477205,2.4833590033501536,1.1,30.2,4.0,3.2,4.4,1,0,Yes,0,29,0,8.666666666666666,25-35,,Yes
2244,43,10,Finance,Female,72.04641937557012,2.001882428474535,4.542191129090959,5.0,2.026790312214936,3.2439920487247504,0.7,30.6,6.4,3.9,2.4,1,0,No,0,4,0,0.8333333333333334,35-50,,No
2245,58,83,Engineering,Female,63.26012019332904,2.891919428494808,3.610087337876309,3.791335266790503,3.019939903335481,4.2514660846959815,0.9,28.0,2.4,4.8,2.3,3,0,No,0,83,0,6.916666666666667,50+,,No
2246,54,67,Sales,Other,83.56292451405433,3.721617214588389,1.5450475882254926,2.721354361770797,1.6685377429728403,3.5735731601049,15.8,13.9,0.0,2.4,4.8,2,1,No,0,44,1,5.583333333333333,50+,,No
2247,24,24,Support,Male,78.832,2.78174605139233,3.8225609996168273,3.288802977337329,1.234,2.650078616704127,11.7,3.6,0.6,2.3,2.9,4,0,No,0,24,0,2.0,<25,,No
2248,40,5,Finance,Female,61.81467024810513,3.0788995838031408,4.285287561654804,3.4774925293681465,2.492664875947433,4.568988760454525,7.6,27.1,8.3,3.7,3.2,1,0,Yes,0,5,0,0.4166666666666667,35-50,,Yes
2249,44,67,Product,Male,69.87209753300438,3.2274564087317903,2.747319394483387,5.0,2.863951233497809,3.793087713295231,9.9,5.4,6.8,3.2,4.1,6,0,No,0,24,0,5.583333333333333,35-50,,No
2250,50,58,Sales,Male,53.75514555129294,3.187727930902076,3.371260922213052,2.992328842552403,3.02242722435353,4.21601368848368,6.4,28.3,6.0,3.6,2.7,4,0,No,0,58,0,4.833333333333333,35-50,,No
2251,51,27,HR,Male,79.45348123223577,5.0,2.5600535620841125,3.60702618939889,2.3732593838821154,1.2591974911116277,9.4,28.3,2.7,3.5,3.4,6,0,No,1,27,0,2.25,50+,,No
2252,46,80,Sales,Male,63.32810654105011,3.610334276010268,1.2868672062776825,3.269737304107982,4.285946729474947,3.5977675904364714,10.6,14.4,0.0,4.0,4.3,1,0,No,0,80,0,6.666666666666667,35-50,,No
2253,58,113,Sales,Female,67.85427931696776,4.133581511713886,4.524303970608891,4.099406788465331,1.4728603415161163,4.057942052741904,8.4,18.7,3.2,3.3,2.5,2,0,No,0,11,0,9.416666666666666,50+,,No
2254,29,15,Support,Male,71.8925242699162,4.136594094588785,3.5966263195783337,3.2824932690359647,1.853737865041901,4.830259778068193,9.6,22.4,3.7,2.5,3.2,4,0,No,0,1,0,1.25,25-35,,No
2255,37,35,Finance,Female,68.78672808771037,3.9841309839153904,5.0,2.788754667088232,3.356635956144811,1.9825632742640624,3.5,12.6,0.6,2.9,2.7,3,0,No,0,8,0,2.9166666666666665,35-50,,No
2256,29,76,Support,Male,82.15129477127428,3.5259601239707057,4.37158997271556,3.5437643361630413,1.7743526143628587,4.38550313027508,6.8,3.4,0.4,3.4,3.0,7,0,No,0,5,0,6.333333333333333,25-35,,No
2257,22,105,Engineering,Female,79.38064090439462,3.2753016963507515,3.281211214501096,3.460484925334206,1.859679547802683,4.77994225713112,13.0,19.5,1.2,2.5,4.5,3,0,No,1,21,0,8.75,<25,,No
2258,26,53,Support,Male,68.21329041558566,3.6003128406872027,3.5251374059060323,3.226204497900789,2.943354792207164,1.4844399204489185,1.0,20.8,6.0,3.5,4.7,3,0,No,0,3,0,4.416666666666667,25-35,,No
2259,24,44,Engineering,Male,81.67904524063206,4.767732341960877,4.109559651693155,3.268951712882306,1.7604773796839683,3.730731998882768,0.7,36.3,0.4,3.5,3.8,1,0,Yes,1,9,0,3.6666666666666665,<25,,Yes
2260,22,26,Support,Male,74.03016885584137,4.568500852624487,4.470195075080169,4.647756638304803,2.8849155720793127,3.855858732906632,10.9,10.6,4.9,3.2,4.0,1,0,No,0,4,0,2.1666666666666665,<25,,No
2261,25,47,Sales,Male,66.57171311931552,3.3099800082602524,3.8904035676678106,3.4442078285859967,2.1641434403422437,3.005693103613284,3.2,32.8,2.8,3.7,4.0,3,0,No,1,25,0,3.9166666666666665,<25,,No
2262,56,34,Sales,Female,69.46732740674548,4.340393250174023,4.595033830760536,2.7926978700172542,2.01633629662726,2.858914985940339,3.9,6.2,5.8,2.2,3.1,4,0,No,0,12,0,2.8333333333333335,50+,,No
2263,53,87,HR,Male,71.048,3.519015336960332,3.3329981369929755,3.330307228960115,1.076,3.90106852195904,3.8,3.9,5.0,2.7,3.8,1,0,No,0,23,0,7.25,50+,,No
2264,55,95,Product,Female,75.93687369435732,3.446636076512044,2.7025708078928825,3.7434685275723134,3.081563152821337,2.7465164219304308,7.1,16.4,3.3,2.6,2.6,3,0,No,0,4,0,7.916666666666667,50+,,No
2265,46,50,Engineering,Male,67.35037998422585,3.157755117262742,3.5416716717949828,2.630984290758917,1.624810007887071,3.104475604423712,3.6,8.7,4.4,4.2,2.8,1,0,No,0,27,0,4.166666666666667,35-50,,No
2266,31,84,Sales,Female,64.80848440706103,3.281491191623344,3.7846664016625655,5.0,2.74575779646948,4.031191410741529,5.7,3.7,3.7,5.0,3.5,5,0,No,1,6,0,7.0,25-35,,No
2267,42,12,Support,Female,94.94420979669712,4.867145804301964,2.518618144734642,4.394063582005018,2.3278951016514347,4.878638745294178,2.0,43.3,2.2,2.8,2.8,4,0,Yes,1,4,0,1.0,35-50,,Yes
2268,48,87,Sales,Male,80.82901611739976,3.5570973561442187,2.39695012426804,4.844138194895024,2.7354919413001166,3.784185845287816,7.1,14.6,6.9,3.3,2.6,2,0,Yes,0,14,0,7.25,35-50,,Yes
2269,48,4,Engineering,Male,61.32335074802652,3.592033814654307,4.002647666826085,4.0137025003901465,2.788324625986739,3.4201360458730603,6.9,47.7,2.7,2.9,3.0,4,1,No,1,4,1,0.3333333333333333,35-50,,No
2270,23,87,Sales,Male,75.25674349816347,1.9295379831043025,3.234278833766619,2.0250420398959195,3.321628250918263,2.8352422638053065,16.4,8.1,3.7,3.7,4.5,7,0,No,0,56,0,7.25,<25,,No
2271,34,48,Sales,Female,72.1475186029829,3.2468199875909867,3.4507431849041983,4.928266973310811,2.126240698508557,2.3904599634140493,2.7,0.5,0.2,3.0,4.8,2,0,No,0,48,0,4.0,25-35,,No
